1,-0.00010,-0.00013,0.00005,1.00000,-0.00022,-0.00022,0.00007,0.00000,0.00000,0.00000,
1,-0.00012,-0.00013,0.00005,1.00000,-0.00029,-0.00026,0.00027,0.00000,0.00000,0.00000,
1,-0.00013,-0.00014,0.00007,1.00000,-0.00032,-0.00033,0.00042,0.00000,0.00000,0.00000,
1,-0.00011,-0.00013,0.00007,1.00000,-0.00038,-0.00034,0.00036,0.00000,0.00000,0.00000,
1,-0.00009,-0.00028,0.00027,1.00000,-0.00077,-0.00114,0.00120,0.00000,0.00000,0.00000,
1,-0.00006,-0.00022,0.00031,1.00000,-0.00142,-0.00154,0.00122,0.00000,0.00000,0.00000,
1,0.00002,-0.00003,0.00024,1.00000,-0.00143,-0.00129,0.00028,0.00000,0.00000,0.00000,
1,0.00021,-0.00005,0.00035,1.00000,-0.00116,-0.00098,-0.00042,0.00000,0.00000,0.00000,
1,0.00238,-0.00091,-0.00013,0.99998,-0.00312,-0.00063,-0.00603,0.00000,0.00000,0.00000,
1,0.00763,-0.00057,-0.00215,0.99997,0.00051,0.00723,0.00329,0.00000,0.00000,0.00000,
1,0.01917,0.00325,-0.00793,0.99881,0.00752,0.03017,0.03752,0.00000,0.00000,0.00000,
1,0.02838,0.00541,-0.01237,0.99742,0.01190,0.03739,0.06016,0.00000,0.00000,0.00000,
1,0.03455,0.00359,-0.01383,0.99891,0.01185,0.01637,0.04198,0.00000,0.00000,0.00000,
1,0.04018,0.00268,-0.01336,0.99982,0.01025,0.00373,0.01533,0.00000,0.00000,0.00000,
1,0.05485,-0.00024,-0.02012,0.99989,0.00798,0.00828,0.00984,0.00000,0.00000,0.00000,
1,0.07097,-0.00236,-0.02606,0.99990,0.01036,0.00233,0.00920,0.00000,0.00000,0.00000,
1,0.09524,-0.00600,-0.03522,0.99990,0.01251,-0.00689,0.00202,0.00000,0.00000,0.00000,
1,0.12993,-0.00907,-0.04773,0.99983,0.01535,0.00578,0.00872,0.00000,0.00000,0.00000,
1,0.16831,-0.01202,-0.06243,0.99949,0.02032,0.01754,0.01728,0.00000,0.00000,0.00000,
1,0.20671,-0.01592,-0.07568,0.99943,0.02586,0.01739,0.01329,0.00000,0.00000,0.00000,
1,0.24854,-0.01808,-0.09107,0.99884,0.03112,0.02764,0.02413,0.00000,0.00000,0.00000,
1,0.28729,-0.02139,-0.10617,0.99818,0.03732,0.03425,0.03258,0.00000,0.00000,0.00000,
1,0.32428,-0.02419,-0.12222,0.99857,0.03964,0.02980,0.02021,0.00000,0.00000,0.00000,
1,0.35921,-0.02881,-0.13710,0.99849,0.03858,0.03518,0.01680,0.00000,0.00000,0.00000,
1,0.38748,-0.02844,-0.15550,0.99731,0.04265,0.04894,0.03393,0.00000,0.00000,0.00000,
1,0.41802,-0.03296,-0.16016,0.99630,0.04927,0.05356,0.04574,0.00000,0.00000,0.00000,
1,0.43355,-0.03230,-0.17146,0.99562,0.04963,0.06187,0.04952,0.00000,0.00000,0.00000,
1,0.43283,-0.02381,-0.16886,0.99421,0.04454,0.08092,0.05494,0.00000,0.00000,0.00000,
1,0.42119,-0.02148,-0.16532,0.99476,0.04147,0.07924,0.04955,0.00000,0.00000,0.00000,
1,0.39795,-0.02553,-0.15564,0.99698,0.03840,0.06025,0.03047,0.00000,0.00000,0.00000,
1,0.37353,-0.02784,-0.14729,0.99788,0.03762,0.04901,0.02063,0.00000,0.00000,0.00000,
1,0.34327,-0.02625,-0.13473,0.99788,0.03550,0.05020,0.02156,0.00000,0.00000,0.00000,
1,0.30711,-0.02599,-0.11252,0.99829,0.03094,0.04710,0.01534,0.00000,0.00000,0.00000,
1,0.26799,-0.02445,-0.09978,0.99860,0.03071,0.04158,0.01133,0.00000,0.00000,0.00000,
1,0.22638,-0.02332,-0.07694,0.99868,0.02878,0.04194,0.00680,0.00000,0.00000,0.00000,
1,0.18493,-0.01774,-0.06467,0.99894,0.02289,0.03974,-0.00391,0.00000,0.00000,0.00000,
1,0.14646,-0.01589,-0.04770,0.99903,0.01840,0.03910,-0.00899,0.00000,0.00000,0.00000,
1,0.12148,-0.00791,-0.06350,0.99901,0.01906,0.03170,-0.02482,0.00000,0.00000,0.00000,
1,0.11918,-0.00997,-0.06444,0.99877,0.02097,0.02206,-0.03915,0.00000,0.00000,0.00000,
1,0.14612,-0.01125,-0.07480,0.99865,0.02570,0.03029,-0.03353,0.00000,0.00000,0.00000,
1,0.19088,-0.01392,-0.09565,0.99830,0.03149,0.04373,-0.02212,0.00000,0.00000,0.00000,
1,0.24627,-0.01838,-0.11770,0.99779,0.04210,0.05087,-0.00720,0.00000,0.00000,0.00000,
1,0.30144,-0.01986,-0.14409,0.99593,0.05227,0.07158,0.01633,0.00000,0.00000,0.00000,
1,0.34423,-0.03209,-0.16343,0.99408,0.05794,0.08621,0.03174,0.00000,0.00000,0.00000,
1,0.37504,-0.04818,-0.17351,0.99476,0.06023,0.07534,0.03390,0.00000,0.00000,0.00000,
1,0.39129,-0.04348,-0.18115,0.99439,0.06113,0.07689,0.03932,0.00000,0.00000,0.00000,
1,0.39060,-0.04627,-0.18169,0.99256,0.06315,0.09138,0.04979,0.00000,0.00000,0.00000,
